"count","city","county","road","number","type","type2","area","area2","GeoJson"
21,"高雄市","岡山區","嘉興段","1967","特定農業區","農牧用地",1498,1498,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.30578097518,22.812526730998],[120.30582216745,22.812825648572],[120.30568556577,22.812839150685],[120.30564573937,22.81252614195],[120.30578097518,22.812526730998]]],[[[120.3056447855,22.812522838477],[120.30556005251,22.811877902729],[120.30569535912,22.81186439506],[120.30578228602,22.81252343739],[120.3056447855,22.812522838477]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""嘉興段"",""地號"":19670000,""ymax"":22.812839150685,""ymin"":22.81186439506,""xmax"":120.30582216745,""xmin"":120.30556005251,""xcenter"":120.30569110998,""ycenter"":22.812351772872}}]}"
22,"高雄市","岡山區","嘉興段","1968","特定農業區","農牧用地",1926,1926,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.30564573937,22.81252614195],[120.30568556577,22.812839150685],[120.30551076759,22.812856385455],[120.30546779752,22.812525366712],[120.30564573937,22.81252614195]]],[[[120.30546781425,22.812522067467],[120.3053855806,22.811894838871],[120.30556005251,22.811877902729],[120.3056447855,22.812522838477],[120.30546781425,22.812522067467]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""嘉興段"",""地號"":19680000,""ymax"":22.812856385455,""ymin"":22.811877902729,""xmax"":120.30568556577,""xmin"":120.3053855806,""xcenter"":120.30553557319,""ycenter"":22.812367144092}}]}"
23,"高雄市","岡山區","嘉興段","1969","特定農業區","農牧用地",1926,1926,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.30546779752,22.812525366712],[120.30551076759,22.812856385455],[120.30533791057,22.812873628492],[120.3052911498,22.812524596915],[120.30546779752,22.812525366712]]],[[[120.30528954584,22.812521890483],[120.30521143219,22.811911776232],[120.3053855806,22.811894838871],[120.30546781425,22.812522067467],[120.30528954584,22.812521890483]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""嘉興段"",""地號"":19690000,""ymax"":22.812873628492,""ymin"":22.811894838871,""xmax"":120.30551076759,""xmin"":120.30521143219,""xcenter"":120.30536109989,""ycenter"":22.812384233681}}]}"
24,"高雄市","岡山區","嘉興段","1970","特定農業區","農牧用地",2461,2461,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.3052911498,22.812524596915],[120.30533791057,22.812873628492],[120.30511455825,22.812895450219],[120.30506823722,22.812523625226],[120.3052911498,22.812524596915]]],[[[120.30506760385,22.812520923023],[120.30499002261,22.811933606286],[120.30521143219,22.811911776232],[120.30528954584,22.812521890483],[120.30506760385,22.812520923023]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""嘉興段"",""地號"":19700000,""ymax"":22.812895450219,""ymin"":22.811911776232,""xmax"":120.30533791057,""xmin"":120.30499002261,""xcenter"":120.30516396659,""ycenter"":22.812403613225}}]}"
1,"高雄市","岡山區","華興段","311","特定農業區","農牧用地",2546,2546,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31917215179,22.813014606594],[120.31959938705,22.81307942045],[120.31951859438,22.813202624207],[120.31935925367,22.813436888844],[120.31906839517,22.813845787522],[120.31897190886,22.81382957727],[120.31917215179,22.813014606594]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":3110000,""ymax"":22.813845787522,""ymin"":22.813014606594,""xmax"":120.31959938705,""xmin"":120.31897190886,""xcenter"":120.31928564795,""ycenter"":22.813430197058}}]}"
2,"高雄市","岡山區","華興段","312","特定農業區","農牧用地",1599,1599,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31898811652,22.812986477678],[120.31917215179,22.813014606594],[120.31897190886,22.81382957727],[120.31882761439,22.813805668721],[120.31898811652,22.812986477678]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":3120000,""ymax"":22.81382957727,""ymin"":22.812986477678,""xmax"":120.31917215179,""xmin"":120.31882761439,""xcenter"":120.31899988309,""ycenter"":22.813408027474}}]}"
3,"高雄市","岡山區","華興段","313","特定農業區","農牧用地",1613,1613,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31882089151,22.812960850855],[120.31898811652,22.812986477678],[120.31882761439,22.813805668721],[120.3186603995,22.81377781383],[120.31882089151,22.812960850855]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":3130000,""ymax"":22.813805668721,""ymin"":22.812960850855,""xmax"":120.31898811652,""xmin"":120.3186603995,""xcenter"":120.31882425801,""ycenter"":22.813383259788}}]}"
4,"高雄市","岡山區","華興段","314","特定農業區","農牧用地",2157,2157,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.318513611,22.813333018837],[120.31859384883,22.812926258985],[120.31882089151,22.812960850855],[120.3186603995,22.81377781383],[120.31843424553,22.813739984889],[120.318513611,22.813333018837]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":3140000,""ymax"":22.81377781383,""ymin"":22.812926258985,""xmax"":120.31882089151,""xmin"":120.31843424553,""xcenter"":120.31862756852,""ycenter"":22.813352036408}}]}"
5,"高雄市","岡山區","華興段","315","特定農業區","農牧用地",2150,2150,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31836702273,22.812892072798],[120.31859384883,22.812926258985],[120.318513611,22.813333018837],[120.31843424553,22.813739984889],[120.31835893306,22.813727510506],[120.31836142863,22.81318208436],[120.31836388553,22.812907857404],[120.31836702273,22.812892072798]]],[[[120.31836210653,22.812914128498],[120.31835783062,22.813729531179],[120.31820676978,22.813704377902],[120.31836210653,22.812914128498]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":3150000,""ymax"":22.813739984889,""ymin"":22.812892072798,""xmax"":120.31859384883,""xmin"":120.31820676978,""xcenter"":120.31840030931,""ycenter"":22.813316028844}}]}"
6,"高雄市","岡山區","華興段","316","特定農業區","農牧用地",1152,1152,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31836396616,22.812891654649],[120.31836702273,22.812892072798],[120.31836388553,22.812907857404],[120.31836396616,22.812891654649]]],[[[120.31823406364,22.812873478211],[120.31836222041,22.812891242106],[120.31836210653,22.812914128498],[120.31820676978,22.813704377902],[120.31816834992,22.813697934856],[120.31810377078,22.813548185011],[120.31823406364,22.812873478211]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":3160000,""ymax"":22.813704377902,""ymin"":22.812873478211,""xmax"":120.31836702273,""xmin"":120.31810377078,""xcenter"":120.31823539676,""ycenter"":22.813288928057}}]}"
7,"高雄市","岡山區","華興段","317","特定農業區","農牧用地",447,447,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31817424293,22.812865120785],[120.31823406364,22.812873478211],[120.31810377078,22.813548185011],[120.31806079092,22.813448352078],[120.31817424293,22.812865120785]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":3170000,""ymax"":22.813548185011,""ymin"":22.812865120785,""xmax"":120.31823406364,""xmin"":120.31806079092,""xcenter"":120.31814742728,""ycenter"":22.813206652898}}]}"
8,"高雄市","岡山區","華興段","318","特定農業區","農牧用地",1323,1323,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31817424293,22.812865120785],[120.31806079092,22.813448352078],[120.31778672238,22.812810194977],[120.31817424293,22.812865120785]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":3180000,""ymax"":22.813448352078,""ymin"":22.812810194977,""xmax"":120.31817424293,""xmin"":120.31778672238,""xcenter"":120.31798048266,""ycenter"":22.813129273528}}]}"
9,"高雄市","岡山區","華興段","319",,,2238,1470,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31876144243,22.815074291018],[120.31859183623,22.814955891007],[120.31858748033,22.814821386682],[120.3185290623,22.814794401809],[120.31849235502,22.814707153214],[120.31853400594,22.814722926782],[120.31835562476,22.814304529178],[120.31835642175,22.814188275362],[120.31846525035,22.814446369995],[120.31859350624,22.814751941667],[120.31863143205,22.81476992721],[120.31865693607,22.814781580944],[120.3186603849,22.814922765168],[120.31882215525,22.815035257996],[120.3188359392,22.815075217032],[120.31887903384,22.815196114273],[120.31890315152,22.815266903347],[120.3188292859,22.815270840989],[120.31876144243,22.815074291018]]],[[[120.31835471358,22.814312019214],[120.31784163049,22.813103098444],[120.31782155332,22.813098556666],[120.31783586125,22.813033197891],[120.31780858866,22.813025789775],[120.31772631349,22.812832215676],[120.31773129839,22.812796387657],[120.31770752643,22.812787981815],[120.31761790828,22.812577362974],[120.31767864306,22.812577622969],[120.31776825525,22.812789456986],[120.31777646132,22.812808733288],[120.31776161539,22.812806644358],[120.31814880508,22.813718105119],[120.31816608426,22.813758079165],[120.31818965479,22.813806991824],[120.31835527496,22.814199207549],[120.31835471358,22.814312019214]]],[[[120.3172951648,22.811799447457],[120.3173534678,22.811805368239],[120.31768126773,22.812577026588],[120.31762206225,22.812576773141],[120.3172951648,22.811799447457]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":3190000,""ymax"":22.815270840989,""ymin"":22.811799447457,""xmax"":120.31890315152,""xmin"":120.3172951648,""xcenter"":120.31809915816,""ycenter"":22.813535144223}}]}"
10,"高雄市","岡山區","華興段","320","特定農業區","水利用地",504,504,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31835893306,22.813727510506],[120.31843424553,22.813739984889],[120.3186603995,22.81377781383],[120.31882761439,22.813805668721],[120.31897190886,22.81382957727],[120.31906839517,22.813845787522],[120.31905343433,22.813866787636],[120.31835881716,22.813750801964],[120.31835893306,22.813727510506]]],[[[120.31776161539,22.812806644358],[120.31777646132,22.812808733288],[120.31778672238,22.812810194977],[120.31806079092,22.813448352078],[120.31810377078,22.813548185011],[120.31816834992,22.813697934856],[120.31820676978,22.813704377902],[120.31835783062,22.813729531179],[120.31835772077,22.81375160743],[120.31814880508,22.813718105119],[120.31776161539,22.812806644358]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":3200000,""ymax"":22.813866787636,""ymin"":22.812806644358,""xmax"":120.31906839517,""xmin"":120.31776161539,""xcenter"":120.31841500528,""ycenter"":22.813336715997}}]}"
11,"高雄市","岡山區","華興段","321","特定農業區","交通用地",369,369,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31835881716,22.813750801964],[120.31905343433,22.813866787636],[120.31903098904,22.813899097943],[120.31835863373,22.813787663228],[120.31835881716,22.813750801964]]],[[[120.31814880508,22.813718105119],[120.31835772077,22.81375160743],[120.31835753432,22.813789076298],[120.3181973006,22.813763276166],[120.31816608426,22.813758079165],[120.31814880508,22.813718105119]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":3210000,""ymax"":22.813899097943,""ymin"":22.813718105119,""xmax"":120.31905343433,""xmin"":120.31814880508,""xcenter"":120.3186011197,""ycenter"":22.813808601531}}]}"
12,"高雄市","岡山區","華興段","322","特定農業區","農牧用地",1373,1373,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31835863373,22.813787663228],[120.31903098904,22.813899097943],[120.31894856534,22.814042548285],[120.31835785266,22.813944627401],[120.31835863373,22.813787663228]]],[[[120.3181973006,22.813763276166],[120.31835753432,22.813789076298],[120.31835674921,22.813946850608],[120.3182694277,22.813932907051],[120.3181973006,22.813763276166]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":3220000,""ymax"":22.814042548285,""ymin"":22.813763276166,""xmax"":120.31903098904,""xmin"":120.3181973006,""xcenter"":120.31861414482,""ycenter"":22.813902912226}}]}"
13,"高雄市","岡山區","華興段","323","特定農業區","農牧用地",1075,1075,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31835785266,22.813944627401],[120.31894856534,22.814042548285],[120.31887958817,22.81416195393],[120.31887335108,22.814186029386],[120.31835685714,22.814100780498],[120.31835785266,22.813944627401]]],[[[120.3182694277,22.813932907051],[120.31835674921,22.813946850608],[120.31835574966,22.814103813842],[120.31833937931,22.814100705751],[120.3182694277,22.813932907051]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":3230000,""ymax"":22.814186029386,""ymin"":22.813932907051,""xmax"":120.31894856534,""xmin"":120.3182694277,""xcenter"":120.31860899652,""ycenter"":22.814059468219}}]}"
14,"高雄市","岡山區","華興段","326","特定農業區","農牧用地",2158,2158,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31849231788,22.814451144123],[120.31835669991,22.814132375866],[120.31835685714,22.814100780498],[120.31887335108,22.814186029386],[120.31877978039,22.814549996664],[120.31863143205,22.81476992721],[120.31859350624,22.814751941667],[120.31846525035,22.814446369995],[120.31849231788,22.814451144123]]],[[[120.31833937931,22.814100705751],[120.31835574966,22.814103813842],[120.31835557127,22.814139662433],[120.31833937931,22.814100705751]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":3260000,""ymax"":22.81476992721,""ymin"":22.814100705751,""xmax"":120.31887335108,""xmin"":120.31833937931,""xcenter"":120.31860636519,""ycenter"":22.81443531648}}]}"
15,"高雄市","岡山區","華興段","327","特定農業區","水利用地",208,208,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.31835669991,22.814132375866],[120.31849231788,22.814451144123],[120.31846525035,22.814446369995],[120.31835642175,22.814188275362],[120.31835669991,22.814132375866]]],[[[120.31835527496,22.814199207549],[120.31818965479,22.813806991824],[120.31816608426,22.813758079165],[120.3181973006,22.813763276166],[120.3182694277,22.813932907051],[120.31833937931,22.814100705751],[120.31835557127,22.814139662433],[120.31835527496,22.814199207549]]]]},""properties"":{""縣市"":""高雄市"",""鄉鎮"":""岡山區"",""段名"":""華興段"",""地號"":3270000,""ymax"":22.814451144123,""ymin"":22.813758079165,""xmax"":120.31849231788,""xmin"":120.31816608426,""xcenter"":120.31832920107,""ycenter"":22.814104611644}}]}"
